juris_id,juris_name,county,OF_idx,HO_idx,SC_idx,IL_idx,IW_idx,IH_idx,RS_idx,RB_idx,MR_idx,MT_idx,ME_idx,HS_idx,HT_idx,HM_idx,MAX_DUA_idx,MAX_FAR_idx,MAX_HEIGHT_idx,proportion_adj_dua,proportion_adj_far,proportion_adj_height
bren,brentwood,cnc,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,1,1,1
clay,clayton,cnc,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,BASIS,BASIS,1,1,1
conc,concord,cnc,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,1,1,1
danv,danville,cnc,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,1,1,1
elce,el_cerrito,cnc,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,BASIS,PBA40,BASIS,1,1,1
herc,hercules,cnc,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,BASIS,PBA40,BASIS,1,1,1
lafa,lafayette,cnc,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,1,1,1
mart,martinez,cnc,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,1,1,1
mora,moraga,cnc,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,BASIS,PBA40,BASIS,1,1,1
okly,oakley,cnc,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,BASIS,BASIS,BASIS,1,1,1
orin,orinda,cnc,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,BASIS,PBA40,BASIS,1,1,1
pino,pinole,cnc,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,BASIS,BASIS,BASIS,1,1,1
pitt,pittsburg,cnc,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,BASIS,PBA40,BASIS,1,1,1
plhl,pleasant_hill,cnc,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,BASIS,BASIS,1,1,1
rich,richmond,cnc,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,BASIS,PBA40,BASIS,1,1,1
spab,san_pablo,cnc,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,BASIS,PBA40,BASIS,1,1,1
sram,san_ramon,cnc,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,1,1,1
ucnc,unincorporated_contra_costa,cnc,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,1,1,1
walc,walnut_creek,cnc,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,BASIS,BASIS,1,1,1
belv,belvedere,mar,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,BASIS,BASIS,BASIS,1,1,1
cmad,corte_madera,mar,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,1,1,1
frfx,fairfax,mar,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,BASIS,PBA40,BASIS,1,1,1
lark,larkspur,mar,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,BASIS,BASIS,BASIS,1,1,1
milv,mill_valley,mar,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,BASIS,PBA40,BASIS,1,1,1
nova,novato,mar,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,1,1,1
ross,ross,mar,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,BASIS,BASIS,BASIS,1,1,1
sans,san_anselmo,mar,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,BASIS,BASIS,BASIS,1,1,1
sraf,san_rafael,mar,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,1,1,1
saus,sausalito,mar,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,BASIS,BASIS,BASIS,1,1,1
tibu,tiburon,mar,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,BASIS,PBA40,BASIS,1,1,1
umar,unincorporated_marin,mar,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,1,1,1
amer,american_canyon,nap,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,BASIS,PBA40,BASIS,1,1,1
cali,calistoga,nap,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,BASIS,BASIS,BASIS,1,1,1
napa,napa,nap,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,BASIS,BASIS,BASIS,1,1,1
shel,st_helena,nap,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,1,1,1
unap,unincorporated_napa,nap,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,BASIS,PBA40,BASIS,1,1,1
youn,yountville,nap,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,BASIS,BASIS,BASIS,1,1,1
sfra,san_francisco,sfr,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,1,1,1
athe,atherton,smt,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,BASIS,BASIS,BASIS,1,1,1
belm,belmont,smt,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,BASIS,BASIS,BASIS,1,1,1
bris,brisbane,smt,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,BASIS,PBA40,BASIS,1,1,1
burl,burlingame,smt,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,1,1,1
colm,colma,smt,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,BASIS,BASIS,1,1,1
dalc,daly_city,smt,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,1,1,1
epal,east_palo_alto,smt,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,1,1,1
fosc,foster_city,smt,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,BASIS,BASIS,1,1,1
half,half_moon_bay,smt,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,BASIS,BASIS,1,1,1
hill,hillsborough,smt,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,1,1,1
menp,menlo_park,smt,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,BASIS,BASIS,1,1,1
milb,millbrae,smt,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,1,1,1
paci,pacifica,smt,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,BASIS,BASIS,1,1,1
porv,portola_valley,smt,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,BASIS,BASIS,1,1,1
redc,redwood_city,smt,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,1,1,1
sbru,san_bruno,smt,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,1,1,1
scar,san_carlos,smt,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,BASIS,BASIS,BASIS,1,1,1
smat,san_mateo,smt,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,1,1,1
ssfr,south_san_francisco,smt,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,BASIS,BASIS,BASIS,1,1,1
usmt,unincorporated_san_mateo,smt,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,1,1,1
wood,woodside,smt,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,BASIS,BASIS,1,1,1
camp,campbell,scl,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,BASIS,BASIS,BASIS,1,1,1
cupe,cupertino,scl,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,BASIS,PBA40,BASIS,1,1,1
gilr,gilroy,scl,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,BASIS,BASIS,BASIS,1,1,1
lalt,los_altos,scl,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,BASIS,BASIS,BASIS,1,1,1
lahl,los_altos_hills,scl,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,BASIS,PBA40,BASIS,1,1,1
lgat,los_gatos,scl,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,BASIS,BASIS,1,1,1
milp,milpitas,scl,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,BASIS,BASIS,BASIS,1,1,1
mser,monte_sereno,scl,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,BASIS,BASIS,BASIS,1,1,1
mrgh,morgan_hill,scl,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,BASIS,BASIS,BASIS,1,1,1
mtvw,mountain_view,scl,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,BASIS,BASIS,BASIS,1,1,1
pala,palo_alto,scl,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,BASIS,BASIS,1,1,1
sjos,san_jose,scl,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,BASIS,PBA40,BASIS,1,1,1
scla,santa_clara,scl,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,1,1,1
sara,saratoga,scl,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,BASIS,PBA40,BASIS,1,1,1
sunn,sunnyvale,scl,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,1,1,1
uscl,unincorporated_santa_clara,scl,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,1,1,1
beni,benicia,sol,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,1,1,1
dixn,dixon,sol,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,1,1,1
frfd,fairfield,sol,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,BASIS,PBA40,BASIS,1,1,1
riov,rio_vista,sol,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,1,1,1
suic,suisun_city,sol,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,1,1,1
usol,unincorporated_solano,sol,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,1,1,1
vaca,vacaville,sol,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,BASIS,PBA40,BASIS,1,1,1
vall,vallejo,sol,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,1,1,1
clov,cloverdale,son,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,1,1,1
cota,cotati,son,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,BASIS,PBA40,BASIS,1,1,1
heal,healdsburg,son,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,BASIS,BASIS,1,1,1
peta,petaluma,son,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,1,1,1
rohp,rohnert_park,son,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,1,1,1
sros,santa_rosa,son,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,1,1,1
seba,sebastopol,son,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,BASIS,BASIS,BASIS,1,1,1
sono,sonoma,son,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,BASIS,BASIS,BASIS,1,1,1
uson,unincorporated_sonoma,son,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,1,1,1
wind,windsor,son,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,PBA40,1,1,1
